Customer_ID,Full_Name,Gender,DOB,Age,Aadhaar_No,PAN_No,Email,Phone,Address,Account_Type,Account_Balance,Monthly_Income_Bracket,Loan_Amount,Credit_Score,Transaction_Type,Transaction_Amount,Transaction_Date,Branch_ID,Spending_Category,Fraud_Flag,Risk_Category,Suspicious_Activity,Consent_Flag,Consent_Date,Data_Source
C00011,Mallory Campbell,Female,1962-05-10,63,597131797671,cbdjPJkjoQ,kristina18@example.com,998.232.3751,"308 Ware Light, North Scott, SC 13957",Savings,678590.28,<50K,,595,Transfer,5380.9,2025-07-09,B002,Shopping,Yes,Medium,No,No,,Branch Visit
C00012,Brian Nichols,Male,2002-11-01,23,856158880483,gDGYPCNbbJ,alexandrahooper@example.net,510.590.6941x816,"4189 West Court, Allenton, NC 03995",Loan,237956.06,>10L,1256764.94,302,Deposit,25374.76,2025-08-25,B003,Bills,Yes,Low,No,Yes,2021-03-23,Branch Visit
C00013,Marvin Kent,Male,1999-10-19,26,889650851973,evFBPjoTCw,andreastephens@example.org,001-653-637-5250,"691 Kristen Harbor, East Elizabethshire, MO 83552",Loan,240554.1,<50K,235053.67,526,Investment,31092.37,2025-09-29,B004,Travel,No,Low,No,Yes,2021-01-17,Mobile Banking
C00014,Angela Green,Female,1973-11-15,52,102009163970,xEiuPPdsYZ,fcross@example.org,903.358.2210,"5930 Duncan Estates Suite 208, Lake Angel, IN 95333",Credit,587204.93,>10L,378801.26,743,Loan EMI,20689.33,2025-06-10,B005,Shopping,No,Medium,No,Yes,2024-11-20,NetBanking
C00015,Leslie Newton,Female,1974-02-17,51,224261452073,mQwoPcRYGr,xmartin@example.com,335-348-7269x60405,"56390 Kimberly Mountains, Port Nicholasberg, MN 23598",Savings,392486.53,1L-5L,,712,Investment,12107.66,2025-01-17,B001,Health,Yes,Low,No,No,,Mobile Banking
C00016,William Roberts,Female,1971-01-03,54,542554871743,xqfQPxwzIk,johnsonjoseph@example.com,(466)508-8034x17718,"79366 Andrew Spur, Port Jonathon, PW 16838",Loan,493990.45,>10L,1435057.8,597,Deposit,41459.21,2025-01-13,B005,Investment,No,Medium,No,No,,Credit Bureau
C00017,Elizabeth Rogers,Male,1978-10-17,47,528140027234,phZCPmXWJi,chelsea24@example.com,732-580-2730x365,"01251 Travis Circle, Baileyfurt, NV 37530",Current,560374.46,1L-5L,,483,Bill Payment,39908.45,2025-05-23,B002,Investment,Yes,Low,No,Yes,2023-01-28,Credit Bureau
C00018,Mrs. Shelby Contreras,Male,1962-12-12,63,346393340827,UGqhPdGOsX,jessicamcclure@example.net,(200)526-0233,"USS Flynn, FPO AP 44668",Current,914516.26,<50K,,760,Withdrawal,26855.38,2025-02-17,B002,Travel,No,Medium,No,Yes,2024-11-25,Credit Bureau
C00019,Rickey Martin,Other,1953-10-22,72,512389776199,dAHGPXEQrA,jennifer98@example.org,881.920.7039x4169,"9659 Robinson Springs, South Margaret, NH 48033",Loan,118431.53,<50K,350077.16,615,Bill Payment,16605.19,2025-03-02,B004,Travel,No,Medium,No,Yes,2024-08-03,ATM
C00020,Dustin Perez,Female,1977-07-15,48,974385413703,vLTJPhsBQm,reidricardo@example.net,001-349-345-9214,"55160 Palmer Throughway Apt. 281, South Fernandoville, LA 72326",Loan,451694.24,<50K,850990.05,555,Investment,16567.58,2025-04-11,B001,Bills,No,Medium,No,No,,Credit Bureau
C00021,Tyler Cruz,Female,1964-06-21,61,251440932203,hIfEPomHuF,brownangela@example.org,999-618-3538x6279,"632 Lindsey Light Apt. 981, Port Michael, VA 49522",Fixed Deposit,333830.25,<50K,,377,Withdrawal,44948.05,2025-07-20,B002,Shopping,No,Low,No,No,,Mobile Banking
C00022,Edward Martin,Female,1965-05-11,60,687812506134,tTnLPzkfPh,bcamacho@example.com,(556)804-8144x5055,"89275 Green Vista, Barkerville, GU 57813",Savings,887715.7,5L-10L,,665,Bill Payment,33412.62,2025-09-19,B002,Investment,No,High,No,No,,Branch Visit
C00023,Daniel Cox,Other,1990-12-23,35,547501785636,glWPPFbqCO,kaitlin79@example.com,291.671.4936,"35156 Eaton River, Alyssahaven, KY 70417",Loan,488417.19,<50K,1134627.25,580,Deposit,48428.32,2025-07-01,B003,Bills,Yes,Low,No,Yes,2023-11-06,Branch Visit
C00024,Mr. Matthew Jacobs,Other,1970-12-24,55,313411666291,sFYiPnwLMS,lisa71@example.org,001-287-617-5069,"42010 David Trace, Cranefurt, LA 29361",Credit,564748.84,1L-5L,895178.66,555,Bill Payment,4233.98,2025-05-16,B005,Investment,No,Medium,No,Yes,2025-04-24,Mobile Banking
C00025,Brandon Robinson,Female,1994-08-16,31,616742828601,PrjqPigqln,santananicole@example.com,(410)957-7329,"376 Mario Light, Gonzalezland, OH 78590",Loan,48362.92,1L-5L,577568.27,714,Transfer,35815.81,2025-10-07,B003,Health,Yes,Medium,No,No,,NetBanking
C00026,Pamela Black,Other,2004-08-08,21,785306709865,UXZMPSWaoc,alexishill@example.org,713.272.2220x230,"6743 Green Greens, Lake Carolbury, RI 62278",Current,716730.85,50K-1L,,454,Bill Payment,4893.78,2025-03-28,B004,Health,No,Medium,No,Yes,2021-07-17,Branch Visit
C00027,Priscilla Adams,Male,1992-02-02,33,683665716643,jciRPMEQvG,amber27@example.org,+1-234-648-6640x394,"90194 Williams Lodge, Adamsburgh, MT 75391",Current,158770.28,5L-10L,,475,Transfer,20269.9,2025-05-11,B002,Travel,No,Medium,No,No,,NetBanking
C00028,Sheila Gutierrez,Male,1967-12-09,58,852927276739,tanrPQiRgp,zavalagavin@example.com,849-882-9458,"00006 Christopher Fork, Port Frederickfort, CT 36471",Savings,5669.96,1L-5L,,564,Deposit,1075.12,2025-04-07,B005,Travel,Yes,Medium,No,Yes,2024-07-02,Credit Bureau
C00029,Michael Herman,Other,1969-12-21,56,188927450832,zpktPcPpUQ,andreaewing@example.org,(898)767-4470x86225,"USNS Brown, FPO AA 81914",Savings,302089.26,50K-1L,,558,Withdrawal,17817.29,2025-05-14,B003,Travel,No,Medium,No,No,,Branch Visit
C00030,Maxwell Campbell,Other,1967-03-29,58,149236585501,YQFZPEWNuF,johnsonbrian@example.net,843.481.8713x6711,"35743 Alyssa Hills Apt. 883, Stevenview, MT 15880",Fixed Deposit,199562.05,>10L,,452,Investment,28297.35,2025-03-01,B003,Shopping,No,Medium,No,Yes,2023-09-26,ATM
C00031,Stacy Allen,Other,1965-04-07,60,925696918275,QHaAPkztus,petergreen@example.org,+1-583-430-2763x37061,"190 Archer Mission, West Annamouth, HI 48233",Fixed Deposit,410935.2,50K-1L,,316,Transfer,1612.7,2025-07-30,B002,Bills,No,Medium,No,No,,Mobile Banking
C00032,Lindsay Turner,Male,1951-06-18,74,802272790023,UdelPxYWcM,nicholas36@example.org,991.454.4377,"34456 Nicholas Highway Apt. 745, South Williamstad, ND 18971",Credit,905750.33,>10L,1912642.97,817,Investment,48231.4,2025-02-26,B005,Investment,Yes,Low,No,No,,Branch Visit
C00033,Linda Hernandez,Male,1954-06-25,71,808798988585,munkPwMiVw,monicasanchez@example.org,001-530-992-8462,"PSC 2786, Box 5094, APO AE 15025",Fixed Deposit,401234.85,50K-1L,,379,Deposit,29524.55,2025-10-22,B003,Bills,No,Low,No,Yes,2025-03-27,Mobile Banking
C00034,Kelly Conner,Male,1957-07-30,68,147841371334,EBDXPpKuyg,amy82@example.com,286.272.2368x870,"60874 Winters Mews Apt. 362, Jenniferview, OK 09410",Current,725914.58,50K-1L,,356,Transfer,9670.93,2025-01-03,B002,Bills,No,Low,No,Yes,2023-05-11,Credit Bureau
C00035,Matthew Hood,Other,1951-04-01,74,605698118829,bNHsPusNwM,leonmckay@example.net,001-671-368-1689,"2192 Philip Course, Sanfordhaven, PA 62097",Credit,898643.78,1L-5L,1594370.45,522,Loan EMI,49763.74,2025-10-27,B002,Health,No,High,Yes,Yes,2023-04-07,Credit Bureau
C00036,Joseph Martinez,Male,1991-09-16,34,249694330051,EJdZPuCkIF,hchambers@example.net,948.580.5158,"057 Mccoy Garden, North Jeffery, AL 77111",Current,861219.08,5L-10L,,770,Loan EMI,35891.05,2025-04-12,B004,Bills,No,Low,No,Yes,2023-11-09,ATM
C00037,Theresa Smith,Other,1947-04-09,78,231656353992,dfeiPFgfnW,ijones@example.net,(460)702-9900x135,"5512 Brandon Place Apt. 550, Bowenbury, DC 45197",Fixed Deposit,360640.47,50K-1L,,354,Transfer,5983.84,2025-05-04,B004,Shopping,No,High,No,Yes,2022-05-13,NetBanking
C00038,Eric Johnston,Female,1990-07-23,35,390278465481,HzmePeUaHJ,qscott@example.org,254.848.6501,"3437 Kimberly Bridge, Port Stacymouth, NH 66100",Fixed Deposit,637205.88,50K-1L,,364,Investment,26086.03,2025-06-19,B004,Investment,Yes,High,No,No,,NetBanking
C00039,Bethany Johnson,Other,2001-06-30,24,688440204783,CkbWPMBxjr,thorntonjacqueline@example.net,+1-995-907-6579,"8629 Jones Summit, Kevinshire, MS 73601",Fixed Deposit,998238.98,50K-1L,,691,Investment,42068.62,2025-05-05,B003,Shopping,Yes,Low,No,No,,ATM
C00040,Amanda Carter,Other,1999-09-06,26,742075529671,gmIcPhjLTf,adam46@example.org,001-255-813-3808x03413,"043 Monica Plaza, Gabrielleville, ME 40211",Current,761419.62,1L-5L,,480,Withdrawal,17243.96,2025-05-10,B002,Investment,Yes,High,Yes,Yes,2021-03-20,NetBanking
C00041,Gloria Murray,Other,1953-04-05,72,245456133299,OEZYPJPGFX,bryan15@example.org,001-474-296-1581,"477 Kristy Prairie, Aaronhaven, AZ 81195",Credit,65215.3,5L-10L,1693538.53,770,Bill Payment,14157.43,2025-03-20,B003,Travel,Yes,High,No,Yes,2025-09-28,Credit Bureau
C00042,Suzanne Hinton,Female,1991-03-17,34,500953664450,SYkFPJyXQC,xdavid@example.net,+1-623-223-9789x7961,"078 Tran Green, Lake Monica, HI 22088",Savings,439342.78,<50K,,759,Withdrawal,32722.43,2025-06-19,B004,Travel,Yes,High,No,Yes,2023-08-26,ATM
C00043,Larry Arnold,Other,1969-07-23,56,627110960368,JAnDPExLJI,mromero@example.com,(499)203-9173x06659,"2575 Angela Meadow Suite 449, Lake Vanessafort, ID 73584",Loan,554925.66,1L-5L,1692002.01,349,Bill Payment,1768.65,2025-06-14,B005,Bills,No,Low,No,Yes,2021-04-19,NetBanking
C00044,Sandra Gay,Female,1984-08-09,41,115024260267,JuKZPvWYYl,danielleblackburn@example.org,(757)280-2549x3217,"215 Jeanne Landing Suite 230, East Frederick, GA 70293",Current,821646.14,<50K,,723,Loan EMI,12269.41,2025-04-03,B003,Travel,Yes,Low,No,No,,Mobile Banking
C00045,Mrs. Dana Campos,Female,1993-02-24,32,612473530907,ycYdPkwHOn,xcompton@example.com,974-669-1541x348,"43946 Donald Rapids Suite 271, North Vincentberg, KS 95994",Fixed Deposit,77191.12,50K-1L,,408,Loan EMI,41564.47,2025-02-08,B002,Shopping,Yes,Medium,No,No,,Credit Bureau
C00046,Mrs. Kristin Long,Other,1950-04-22,75,975871546781,mfjOPpTZYN,brianna56@example.com,(529)761-9775,"427 Kimberly Terrace, Hodgesburgh, MA 44471",Current,630510.38,50K-1L,,843,Investment,43849.48,2025-10-02,B004,Bills,Yes,Medium,No,Yes,2022-09-18,Branch Visit
C00047,Trevor Singleton,Male,1996-05-13,29,727029752907,FbLnPCsOIy,austinamanda@example.org,633.938.2328x889,"38276 Jacob Meadows Apt. 348, Alexanderland, NM 01567",Savings,501151.61,5L-10L,,657,Transfer,23083.43,2025-01-07,B004,Investment,Yes,High,Yes,Yes,2025-04-23,Credit Bureau
C00048,Mary Osborn,Female,2001-10-11,24,879731588806,qOEGPolnUY,christopherwarren@example.net,(626)473-0628,"8262 Austin Parks, Susanbury, WA 26239",Current,220663.65,5L-10L,,529,Withdrawal,3038.63,2025-02-06,B003,Investment,Yes,Low,No,No,,NetBanking
C00049,Samantha Young,Male,1955-09-13,70,441103384143,feXWPbEfFP,nhenderson@example.com,285.288.8924x75992,"68874 Sparks Curve Apt. 347, New Tina, MO 66803",Current,626865.91,<50K,,832,Loan EMI,4255.12,2025-08-19,B001,Shopping,No,Medium,No,No,,ATM
C00050,Todd Allison,Male,2007-04-19,18,350868011160,CuoCPZusvd,upatton@example.org,(234)755-3282x12614,"41204 Knapp Streets Suite 556, Robertstad, MS 31357",Fixed Deposit,337179.85,5L-10L,,846,Bill Payment,8234.55,2025-05-13,B005,Travel,Yes,Low,No,No,,Credit Bureau
C00051,Tony Hurst,Male,1964-01-13,61,239031259633,EpUhPWuXLa,hillleah@example.com,(992)458-3865,"159 Navarro Locks, Port Tanyamouth, MS 06921",Credit,134308.88,5L-10L,220448.89,569,Investment,5332.01,2025-09-18,B005,Health,No,Medium,No,No,,ATM
C00052,Tara Guerra,Male,1946-05-05,79,808096846200,UbdgPIPDyf,kristin72@example.net,835-316-6007x89446,"PSC 4575, Box 6139, APO AE 74475",Current,743788.92,5L-10L,,519,Investment,11856.9,2025-03-17,B001,Travel,Yes,Low,No,No,,Credit Bureau
C00053,Patricia Rivera,Male,1965-03-19,60,976876777940,gnIzPPqhhs,barnesmelissa@example.com,(681)440-2033x39221,"449 Wang Forges, New Brandonview, MS 49113",Fixed Deposit,336623.39,5L-10L,,638,Bill Payment,48479.7,2025-01-11,B005,Health,No,Medium,No,No,,Credit Bureau
C00054,Phillip Parker,Other,1965-09-30,60,172363237716,qRqoPwZhCB,rebekahjackson@example.org,824-432-1580x9400,"03103 Gutierrez Hollow Apt. 576, North Jose, ME 14247",Loan,242478.98,50K-1L,1928691.08,574,Transfer,25765.23,2025-01-04,B004,Travel,Yes,Low,No,Yes,2024-07-18,Branch Visit
C00055,Erika Bryant,Male,1994-12-26,31,358143764662,DptYPuXiaE,kyle54@example.org,834.427.7468,"6713 Vanessa Cape Apt. 839, Port Kevinchester, AS 28941",Credit,126240.46,<50K,1316840.52,657,Transfer,27593.77,2025-05-10,B005,Shopping,No,High,No,No,,Mobile Banking
C00056,David Thompson DDS,Other,1946-07-24,79,110967301683,laXyPtwhVw,john37@example.net,+1-466-966-9267,"0601 Terrance Grove, West Traceytown, NY 76530",Current,937667.53,>10L,,428,Deposit,31292.11,2025-05-06,B002,Investment,Yes,High,No,No,,ATM
C00057,Nicole Brown,Male,1981-02-15,44,797319579367,bNHCPrZohc,bserrano@example.net,001-617-603-4541x667,"0778 Jones Pike Suite 647, South Laurahaven, CA 21084",Fixed Deposit,60749.66,5L-10L,,446,Withdrawal,155.06,2025-06-22,B005,Health,Yes,Low,No,No,,NetBanking
C00058,Jennifer Hayes,Male,1987-12-20,38,682947271620,EzMaPotWkd,lemadeline@example.org,+1-696-718-0609x9951,"2593 Paula Park Apt. 086, Markberg, VT 11885",Credit,48951.08,1L-5L,527296.65,684,Deposit,41525.61,2025-05-04,B001,Bills,Yes,High,No,No,,Branch Visit
C00059,Tracey Wilkins,Female,1949-04-05,76,589839190793,ZSuPPUaNCI,victoriaherring@example.org,(875)332-0788,"2350 Johnson Prairie, Kennethland, GA 33275",Fixed Deposit,437843.33,<50K,,474,Withdrawal,48097.1,2025-08-23,B002,Investment,Yes,High,No,No,,Branch Visit
C00060,Scott Everett,Female,1966-09-11,59,694827419876,nROwPrdINq,vasquezlinda@example.com,+1-710-676-2274x384,"7747 Deanna Path, Lindahaven, MH 19454",Savings,804551.97,>10L,,766,Loan EMI,23771.32,2025-10-20,B003,Bills,No,Medium,No,No,,ATM
C00061,Eric Silva,Male,1972-04-06,53,304172719189,QiqzPXvZQw,bryanjacobs@example.org,(963)605-9291,"PSC 4392, Box 2830, APO AE 74694",Current,37529.71,<50K,,390,Loan EMI,14793.44,2025-03-28,B003,Travel,Yes,Low,No,Yes,2022-01-14,Mobile Banking
C00062,Paul Martin,Female,1965-02-06,60,879981913573,LpdUPQcgjc,amber19@example.org,001-976-536-2877x6599,"9337 Simmons Crossing Apt. 325, Lake Jessicatown, NM 68897",Savings,190948.61,1L-5L,,308,Bill Payment,30247.23,2025-05-04,B003,Health,Yes,Low,No,Yes,2024-11-27,Credit Bureau
C00063,Gregory Nguyen,Female,2001-11-11,24,614071440740,ZzetPdMsEB,nicolewilson@example.org,(441)325-8501x630,"84842 Darrell Light, Rebeccatown, LA 98815",Credit,334513.63,>10L,1178594.23,751,Bill Payment,17814.82,2025-03-09,B003,Travel,Yes,Medium,No,Yes,2023-05-21,ATM
C00064,Paul Wade,Other,1946-05-31,79,724739900457,PgbrPGaBjn,harveymichelle@example.org,(929)870-7176x0348,"30522 Barker Ways, Amyside, VI 63175",Credit,184042.61,<50K,234973.57,766,Deposit,26057.95,2025-09-24,B003,Investment,No,Medium,No,No,,Mobile Banking
C00065,Timothy Chavez,Male,1996-11-08,29,896930535301,gltnPxkXZb,brittanyallen@example.org,001-963-359-9841x746,"47016 Neal Expressway Suite 877, North Ashley, DC 81657",Savings,792954.97,>10L,,656,Bill Payment,39733.15,2025-07-10,B003,Shopping,Yes,Low,No,Yes,2021-03-29,Credit Bureau
C00066,Kimberly Barnett,Male,1998-08-14,27,444059164567,DEbjPEsWri,michelle21@example.com,+1-847-312-4270,"25955 Norris Greens, East Billystad, OR 93366",Fixed Deposit,29439.29,<50K,,595,Deposit,38522.66,2025-04-22,B002,Health,No,Low,No,No,,Branch Visit
C00067,Joseph Ross,Male,1980-02-09,45,680051152802,PWjDPtGtuX,bwaters@example.net,001-758-929-3193,"0597 Melissa Coves, New Ashlee, AZ 25222",Fixed Deposit,7642.0,<50K,,677,Transfer,216.43,2025-07-13,B004,Travel,No,High,No,Yes,2020-04-09,NetBanking
C00068,Carolyn Flores,Female,1967-09-08,58,565128269460,gHNtPylAAF,jasonwilliams@example.net,001-548-852-9598x2074,"58030 Hernandez Vista, Johnmouth, NH 55659",Savings,428772.08,>10L,,834,Deposit,33412.87,2025-05-23,B003,Travel,No,High,Yes,No,,Mobile Banking
C00069,Brandon Brown,Male,1965-04-30,60,473751474483,XCkiPEGkeI,vbond@example.net,(757)875-7356x54311,"85886 Kelly Mountains, Larsenmouth, NV 09699",Loan,606194.82,50K-1L,905026.04,428,Transfer,21869.61,2025-04-08,B002,Shopping,Yes,Medium,No,Yes,2023-12-20,Mobile Banking
C00070,Derek Henderson,Female,2003-05-17,22,104329067514,SSLqPiULzr,kyle51@example.org,(967)531-8841x914,"1452 Carl Mills, West Thomaston, VT 56259",Credit,643040.54,<50K,1772397.05,324,Investment,44379.98,2025-10-25,B003,Investment,Yes,Low,No,No,,NetBanking
C00071,James Reyes,Female,1997-05-19,28,164897659705,JQjnPDhank,perkinsmatthew@example.net,670.485.8312,"584 Tucker Isle, Lake Stephanieview, VT 36902",Credit,119334.78,5L-10L,1590243.01,848,Loan EMI,15269.83,2025-02-20,B005,Travel,No,High,Yes,Yes,2025-03-19,ATM
C00072,Chelsea Cooper,Male,2006-03-16,19,728400872588,ZwNVPXlgqt,joel21@example.com,+1-559-824-5851x4656,"732 Francis Point, East Zoe, ID 82693",Savings,784853.21,1L-5L,,462,Withdrawal,13016.56,2025-01-12,B005,Travel,Yes,Medium,No,Yes,2024-05-12,Mobile Banking
C00073,Steven Everett,Female,1948-01-08,77,750742819069,EpfPPTVUVL,lisadavis@example.net,240.699.0405,"21973 Thomas Plaza, Angelaland, MA 84606",Fixed Deposit,122054.6,1L-5L,,368,Deposit,6034.47,2025-08-27,B004,Investment,No,Medium,No,No,,NetBanking
C00074,Julie Noble,Other,1997-09-17,28,102729706204,NdCZPiYUMc,rschneider@example.net,8125289635,"74672 Hicks Court, Madisonport, NJ 43854",Loan,153719.94,<50K,774376.1,605,Bill Payment,36721.74,2025-02-16,B004,Shopping,Yes,Low,No,No,,Branch Visit
C00075,Courtney Lowe,Other,1994-10-30,31,255467510896,gsBGPKQrxI,xrussell@example.org,900-376-6062,"Unit 4057 Box 2867, DPO AE 88355",Credit,61220.79,>10L,1695373.52,472,Investment,11277.22,2025-02-08,B002,Investment,Yes,Medium,No,No,,Credit Bureau
C00076,Ann Mosley,Male,1987-05-02,38,547387152204,eCsGPGlILi,katrina31@example.net,001-685-505-8044,"888 Gilbert Haven, Robertton, NJ 92965",Current,874115.08,1L-5L,,847,Transfer,40781.56,2025-08-15,B002,Bills,No,High,No,No,,NetBanking
C00077,Patrick Hahn,Other,1968-08-16,57,587507291172,GgpKPruflz,alyssa68@example.org,243-618-5627x8740,"02969 Mackenzie Hill, West Johnmouth, IA 78721",Fixed Deposit,186352.41,5L-10L,,596,Withdrawal,22390.79,2025-07-14,B005,Shopping,Yes,High,No,Yes,2024-11-01,Mobile Banking
C00078,Seth Lopez,Male,1948-02-25,77,498378153875,dOdfPnUbMA,cannonisaiah@example.org,863.292.3599,"70018 Breanna Walk, North Laura, AZ 51754",Credit,317854.7,<50K,774515.65,704,Bill Payment,13071.13,2025-05-18,B001,Health,Yes,Medium,No,No,,ATM
C00079,Thomas Mccoy,Male,2007-03-21,18,867858326709,TkwsPqigUB,jenniferdavenport@example.com,001-590-887-7078x5127,"64978 Jennifer Grove, West Tracy, WI 94931",Savings,395819.54,<50K,,707,Deposit,13596.23,2025-03-22,B004,Investment,No,High,No,No,,Branch Visit
C00080,Oscar Ward,Female,1982-03-21,43,559092660109,OlojPZfnsU,mullenkristen@example.org,001-428-490-3891x94854,"60451 Willis Fork, Port Jennifer, VT 21852",Loan,48493.14,<50K,210379.57,458,Transfer,47216.43,2025-07-01,B003,Shopping,Yes,Medium,No,No,,Credit Bureau
C00081,Brenda Roman,Female,1970-12-16,55,662511933526,FyluPAVnqS,anthony47@example.com,228.510.8086,"353 Mcmahon Orchard, Wilsonmouth, MI 92297",Credit,889965.74,50K-1L,199575.77,693,Loan EMI,47062.63,2025-03-04,B002,Travel,No,Medium,No,No,,Mobile Banking
C00082,Andrea Baker,Male,1971-05-30,54,490257824433,pPJhPKnpAO,morgan48@example.org,+1-356-999-1564,"86318 Duncan Springs Apt. 416, East Danielchester, VT 83961",Savings,961899.58,1L-5L,,652,Loan EMI,18200.27,2025-07-18,B002,Health,Yes,Medium,No,No,,Credit Bureau
C00083,Misty Allen,Male,1954-03-12,71,944076871267,qlXOPhDZIV,vancenathan@example.com,319.546.9173x0351,"652 Eric Mountains, South Steventown, AL 72886",Current,958455.97,5L-10L,,806,Investment,17896.52,2025-07-26,B004,Investment,Yes,Medium,No,Yes,2024-07-19,ATM
C00084,Jonathan Schmidt,Male,1987-04-23,38,764059155783,JTnFPsqVLp,twilliams@example.com,275-914-2593x9673,"7116 Hernandez Throughway Suite 188, Adamsshire, MS 38076",Current,378307.15,50K-1L,,516,Withdrawal,3568.66,2025-03-24,B001,Bills,No,Low,No,Yes,2022-07-02,ATM
C00085,April Aguilar,Male,1992-09-27,33,430591885724,YqTMPUcMoj,uwatson@example.com,+1-551-888-2708x41342,"59478 Ramos Shores, Barnesberg, WI 18631",Savings,126336.33,>10L,,497,Transfer,4406.33,2025-03-15,B003,Health,No,High,No,No,,Credit Bureau
C00086,William Harris,Female,1967-06-14,58,422145862248,jRiZPVZCjJ,jennifer91@example.net,+1-389-650-4433x28828,"Unit 2497 Box 7467, DPO AE 76191",Loan,463213.18,5L-10L,1553899.21,497,Deposit,29691.36,2025-03-09,B002,Shopping,No,Medium,No,Yes,2021-09-28,NetBanking
C00087,Mary Wilson,Male,1971-12-04,54,567810949963,GjOkPAooDy,dcarpenter@example.com,420.600.6965x268,"3451 Timothy Port, Andrewport, VA 10807",Fixed Deposit,7092.94,50K-1L,,309,Deposit,21762.09,2025-05-07,B005,Bills,Yes,Low,No,Yes,2023-09-25,Credit Bureau
C00088,Terry Patterson,Other,1973-05-22,52,532763747203,snctPIgIEj,moraleserika@example.com,347.645.1552x17386,"USNV Fitzgerald, FPO AE 12981",Loan,78033.81,50K-1L,1789925.13,350,Loan EMI,39113.36,2025-06-12,B002,Bills,Yes,Low,No,Yes,2020-10-26,NetBanking
C00089,Heather Neal,Male,1978-06-01,47,548127028296,zPKQPjitsX,xcummings@example.net,558.655.2256,"538 Joanna Haven, Lake Bruceburgh, KS 77878",Credit,415860.79,<50K,1566644.7,748,Transfer,10753.01,2025-02-19,B001,Bills,No,High,No,Yes,2025-09-22,Mobile Banking
